# OpenSignals Text File Format. Version 1
# {"98:D3:81:FD:6D:86": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:81:FD:6D:86", "device connection": "BTH98:D3:81:FD:6D:86", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-9-8", "time": "10:24:6.860", "channels": [1], "sensor": ["EMGBITREV"], "label": ["A1"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	511	
1	0	0	0	0	524	
2	0	0	0	0	511	
3	0	0	0	0	494	
4	0	0	0	0	511	
5	0	0	0	0	472	
6	0	0	0	0	533	
7	0	0	0	0	503	
8	0	0	0	0	506	
9	0	0	0	0	508	
10	0	0	0	0	484	
11	0	0	0	0	536	
12	0	0	0	0	500	
13	0	0	0	0	478	
14	0	0	0	0	539	
15	0	0	0	0	466	
0	0	0	0	0	498	
1	0	0	0	0	511	
2	0	0	0	0	489	
3	0	0	0	0	500	
4	0	0	0	0	489	
5	0	0	0	0	499	
6	0	0	0	0	519	
7	0	0	0	0	467	
8	0	0	0	0	530	
9	0	0	0	0	473	
10	0	0	0	0	489	
11	0	0	0	0	506	
12	0	0	0	0	492	
13	0	0	0	0	487	
14	0	0	0	0	496	
15	0	0	0	0	526	
0	0	0	0	0	491	
1	0	0	0	0	503	
2	0	0	0	0	492	
3	0	0	0	0	484	
4	0	0	0	0	513	
5	0	0	0	0	512	
6	0	0	0	0	486	
7	0	0	0	0	525	
8	0	0	0	0	492	
9	0	0	0	0	519	
10	0	0	0	0	487	
11	0	0	0	0	503	
12	0	0	0	0	510	
13	0	0	0	0	499	
14	0	0	0	0	502	
15	0	0	0	0	504	
0	0	0	0	0	492	
1	0	0	0	0	507	
2	0	0	0	0	486	
3	0	0	0	0	536	
4	0	0	0	0	511	
5	0	0	0	0	470	
6	0	0	0	0	527	
7	0	0	0	0	486	
8	0	0	0	0	511	
9	0	0	0	0	512	
10	0	0	0	0	499	
11	0	0	0	0	515	
12	0	0	0	0	491	
13	0	0	0	0	495	
14	0	0	0	0	513	
15	0	0	0	0	505	
0	0	0	0	0	510	
1	0	0	0	0	496	
2	0	0	0	0	502	
3	0	0	0	0	493	
4	0	0	0	0	499	
5	0	0	0	0	510	
6	0	0	0	0	500	
7	0	0	0	0	488	
8	0	0	0	0	518	
9	0	0	0	0	496	
10	0	0	0	0	517	
11	0	0	0	0	487	
12	0	0	0	0	511	
13	0	0	0	0	504	
