ecg_reposo,ecg_ejercicio
-0.01812836676407704,-0.01994937171112294
-0.00848608073213038,-0.013143860249794484
-0.001156415878664388,-0.008824518487174762
-0.0002631880691455654,-0.008288739722384747
-0.005190170835482956,-0.01201035942690575
-0.01273794927469182,-0.019462696893247203
-0.019783304933494967,-0.027719681773941015
-0.02207050024294937,-0.03343370573188397
-0.018468541633241287,-0.03573115325213087
-0.010263697520566694,-0.03519455277534909
0.0010356510777805817,-0.03455617282726929
0.01278314438719935,-0.03737615526390297
0.024324083627463765,-0.043418908175151094
0.035906594273465944,-0.05075299438557966
0.046343722488303755,-0.056814430998551955
0.05483281708798371,-0.05827428591943257
0.05986829964717936,-0.05564234708342147
0.05976849431459182,-0.051704798753671226
0.05513312104530157,-0.049578243599292526
0.04708624975433137,-0.053079966547032204
0.03636423158862924,-0.06248676334516774
0.024518311696497153,-0.0753399950948081
0.01323410164180313,-0.08802270918363604
0.004018600126734415,-0.09597770940600027
-0.001332772347073172,-0.09836199917007356
-0.0017801213896292973,-0.09682135925166964
0.0019351481857220738,-0.09392230258979901
0.00850345049439378,-0.09331627484595065
0.017164211877323414,-0.09504542199880904
0.026718139412450853,-0.09726590325478766
0.0355434946372924,-0.09859967076428097
0.04237228153444767,-0.09692903695302144
0.04601464764068423,-0.0928379414319447
0.04640427173940433,-0.08858008492519638
0.04619170618398253,-0.08554395819014886
0.04838911769635339,-0.08542315966735131
0.05365610177059888,-0.08805226029398586
0.061512539312044714,-0.09143455181709358
0.06963439963981935,-0.09328216041991969
0.0748881511108501,-0.09018533606909765
0.07754616622054043,-0.07878689682911161
0.07910357496772596,-0.06015978101497059
0.0809045887347346,-0.04511080490293345
0.08503224324407495,-0.04419026145266658
0.09111322981873979,-0.05444712299553481
0.09736754318391486,-0.06970663131343914
0.1025835637573784,-0.0847742326043272
0.10505195849203608,-0.09094718215204357
0.104403442125692,-0.08543894830904832
0.10148020560544588,-0.07142922848914893
0.0969989011793039,-0.05502193448874519
0.09211365145501776,-0.04437767214923489
0.08723652582505574,-0.04032883844851266
0.08228778527647565,-0.04067748713757812
0.07772133853891357,-0.045039855530051714
0.07379760792101007,-0.05088359276193969
0.07098514257169308,-0.05877555716506481
0.0697507923119806,-0.07025558488682725
0.0695316174119458,-0.08171822239021644
0.0696559938196185,-0.08978953906748058
0.07000055735430469,-0.09273779666079705
0.07056632004184359,-0.08920184642905254
0.07197022383706114,-0.08214703499286007
0.0750192373013831,-0.07606576552316267
0.07952712913205758,-0.07221638335282532
0.08499427228560823,-0.0720876968872065
0.0908647751370291,-0.07783906221770304
0.09633538136426384,-0.08955970753707178
0.10128903930892946,-0.10624599173045235
0.10597000880577719,-0.12494375915696469
0.1104894721310806,-0.13876546032752132
0.11511180189571653,-0.14216200637329612
0.11971104974497271,-0.13746820519170552
0.12384779591179511,-0.12799999627333442
0.12714930102556388,-0.11211266577187393
0.1293271693442045,-0.09119159543919547
0.1307806689568888,-0.07187128869190645
0.13257199587196067,-0.05702102392660238
0.1362870979848773,-0.04096972557610021
0.14339604559602045,-0.018910282441671367
0.15374082073443043,0.005337482831167946
0.16566040699540935,0.02845701921903136
0.17577378325442872,0.05108401394827273
0.1804149066574595,0.07218072409251984
0.1790769909500829,0.09201294016537792
0.1735726779436369,0.11280470090003837
0.16815075228843354,0.1352403489037151
0.1680236210944914,0.16010622413243905
0.17391065468788428,0.18845929246988502
0.1839870466677437,0.22044850982689415
0.19488547958153385,0.25608334766101054
0.20183849121415343,0.2947772244485765
0.20449210794965084,0.33476612219848134
0.20457451527229414,0.3729786876939988
0.2033507104669404,0.4042979932513984
0.2032721806750338,0.42499405148333347
0.20409598110269742,0.43769064677396524
0.20429797917176204,0.4453255284282532
0.20427271082916573,0.4449952155334206
0.20396676618818,0.43435258113516684
0.2038872514051175,0.41335628675961994
0.20520398203257897,0.3799066610845976
0.20740718983554954,0.3312975267515409
0.2098190843010691,0.2668354915491058
0.21237869179391547,0.1889152137074839
0.21466688020666247,0.10345847576484526
0.216619210142678,0.02090502269476899
0.21847799006728247,-0.05405457056228928
0.2200853474198319,-0.13851495077871762
0.221572252598576,-0.2436511019645163
0.22373444716234553,-0.34198189736622514
0.22728017946342133,-0.4118767767299951
0.23243936161696682,-0.4723064302949178
0.23907796405352147,-0.5339551393171372
0.24629566157892416,-0.5779747336640567
0.2529501085944455,-0.5955368057864521
0.2588086564562571,-0.5946511623183816
0.2639528939269154,-0.5782608123268959
0.26860430342636077,-0.5473159456672829
0.27324857252735496,-0.5080107077101969
0.27760653066784763,-0.46544840187196984
0.281119427056163,-0.4225156674888068
0.28355872975690405,-0.38124379556888427
0.2846064374435403,-0.34252080208653235
0.28436502542934083,-0.3082569626599261
0.2833014314454699,-0.27902631565585473
0.28175665754048645,-0.2514598007194765
0.28015386095835837,-0.22205874249410013
0.2787468976730751,-0.18935479484422874
0.27752067285899645,-0.1537596348422768
0.27636312796460905,-0.12067977124734579
0.27502406143661867,-0.09654033572219771
0.2733309375011076,-0.0814417105863913
0.27107227936595907,-0.07306212765842776
0.267792657505542,-0.06722964729457914
0.263213463451508,-0.0580031481185286
0.2575298746846701,-0.04541351717078873
0.2515320044249623,-0.03206471952159158
0.24706612063788413,-0.01962193962140769
0.24597348086215548,-0.010704835140314707
0.24842015288526648,-0.0034797505594395743
0.25327762637312157,0.005116785466831433
0.2577015117269912,0.013161039643969419
0.2582787349435933,0.019512390284972855
0.25421564435956473,0.025260038323085994
0.24617953524057032,0.029623635407691005
0.23598641699830042,0.030539536421786227
0.22638831399907786,0.02694670405801157
0.21754484472301036,0.019802710674064257
0.20858608096353082,0.011082081100888706
0.19912710333409836,0.003470746913466596
0.1881750008356596,3.2060295287475754e-05
0.17636383374285142,0.0018371349046397423
0.1650828721711463,0.007914829610400652
0.15447078287133068,0.015073838684636805
0.14482722072388057,0.019345634280665772
0.1360945785532171,0.020110486012537763
0.12756978139715514,0.018462862158946363
0.11909296777403561,0.016495630701371694
0.11050320115860374,0.01727719493867364
0.10151169556952488,0.020444459839331436
0.09220560249343576,0.024129182237814194
0.08284225681896189,0.0271246307020015
0.0736789689300216,0.02760806387272442
0.06479029243153255,0.026090988415074286
0.05610821044186118,0.024691202559985925
0.047470692654070945,0.024966676184690013
0.03867684671978382,0.02870566517027067
0.02985322198578905,0.03586985024666266
0.02124221944523739,0.04451548933962487
0.012968716006843285,0.051850321734248354
0.0051986275248691515,0.05478011773549786
-0.002069981035278423,0.05282988663904108
-0.009003823948294638,0.047676381336377485
-0.01576071728427032,0.04266154449754178
-0.02252849460715998,0.04190570862168427
-0.029366509049275215,0.04601903757679567
-0.03618051398065863,0.05356766103654961
-0.042770536569579576,0.06219166312764613
-0.04886859397326087,0.06844686999028043
-0.05435731245414207,0.0721138478835351
-0.05917068324147467,0.07448605375182325
-0.0631965742993638,0.07619291050862077
-0.06643786537626473,0.07869837301204874
-0.06898602998268592,0.08173841418519547
-0.07112356693524752,0.08421428372688236
-0.07356074932382337,0.08668289709289344
-0.07672255516644953,0.08937754801322974
-0.07982641360663562,0.0923544973455745
-0.08171051972803196,0.09577327443261188
-0.0814723476383026,0.09818309383094939
-0.07922423419103919,0.09855521841557158
-0.0783400727193345,0.0987266502164804
-0.08124210576903303,0.10262177864478025
-0.08346969012413351,0.11727697438197056
-0.08146837374273776,0.14518368850029617
-0.07936749636694779,0.17140904479834648
-0.07987098101555011,0.18235495504152932
-0.07998468165923855,0.18704188160075272
-0.07844194867817647,0.19275648168612025
-0.07684292018258435,0.19114928529428465
-0.07543192153641669,0.18092535542279
-0.07364324413287106,0.1716591276329755
-0.07171170787828603,0.1698792919559526
-0.06996820214817054,0.1791024287620376
-0.06853003342238902,0.19995590516396028
-0.06762307102477409,0.22100103243728036
-0.06751188936631046,0.22909127676158814
-0.06839761890696168,0.22554887290036404
-0.07039669531439922,0.21514621609486523
-0.07344480719378775,0.2029073800630496
-0.07737266724908555,0.19789058066953885
-0.08203133710779331,0.20090916979605605
-0.0871726598389304,0.20829791173715914
-0.09241129615098473,0.21841077642474566
-0.09734815570597935,0.22703352731627918
-0.10159437456866453,0.23299581139016196
-0.10484598726300784,0.23833645436047377
-0.10705186301795727,0.2447080778571294
-0.1082587077448379,0.2540566443569873
-0.10839775982818381,0.26393101405633107
-0.10746949534659177,0.27102181155531435
-0.10558295938242379,0.27704286486895874
-0.10284801571780493,0.2831710934952957
-0.0994722590877556,0.2887001163406285
-0.09563892424625195,0.2942731800268658
-0.09129732850068978,0.30023900909814794
-0.08640674756285828,0.3061265579752455
-0.08115329710095213,0.311690993877234
-0.07579875791101522,0.31601712845524754
-0.07073561231111906,0.31700978901248805
-0.06642358556430532,0.31297483928239217
-0.0630682770687136,0.30419848578308184
-0.06078107747900829,0.29281803042330384
-0.059688146595227864,0.28368157239773467
-0.05974551992887131,0.2820085272357072
-0.06080823227559622,0.28860388064759934
-0.06254800420015973,0.30124202432439734
-0.06423606301903519,0.31437857809737135
-0.06512401885337317,0.3209596362814915
-0.06487567807244271,0.31966770652606036
-0.06350304901035603,0.3121813749324034
-0.061605965152254576,0.3016646050307277
-0.0600867747801874,0.2931975827760262
-0.059368901834429715,0.2869144753998493
-0.05983106170699472,0.28102634647579705
-0.0619831763235898,0.27555573079444523
-0.06593626947706771,0.26922791098823773
-0.07149431096181046,0.2625539767339541
-0.0777112145739861,0.25662822684764147
-0.08206469816474754,0.24887204536132393
-0.08204111411006827,0.2369268086530503
-0.07709675837439277,0.22043656716740592
-0.06822425553631467,0.1998033375898028
-0.05875053788900325,0.17864833147080444
-0.05270775526517805,0.16148313017088098
-0.05071816521451701,0.14902167693759819
-0.05161823660240035,0.14058915267441133
-0.05283045882464224,0.13427481362506197
-0.05072337160480107,0.12689668445726912
-0.04529867587834703,0.11854929996999596
-0.03821874603751746,0.11050849399847212
-0.030956251795812673,0.10317481407860504
-0.025903136652981027,0.09766081940205158
-0.02298747390263019,0.09329867835931657
-0.020843508364450824,0.08845015131595325
-0.019207421886577338,0.08285964546541708
-0.017317272762889795,0.07603309214485703
-0.015343631122722138,0.0676995209046647
-0.014265339279294896,0.05820647010479683
-0.014038201725985631,0.047215262823500505
-0.014685048915765345,0.03448327386307012
-0.01614700539256797,0.020348505220221247
-0.01790698073681779,0.005240832483875173
-0.01987474908459347,-0.009902626435607065
-0.021986467431141403,-0.023991638974827312
-0.0239687379220385,-0.036610530403807746
-0.02566266194736325,-0.047800954857462816
-0.026778719161832394,-0.05825784066634649
-0.02697507225732687,-0.06889032251338469
-0.02608892228382811,-0.07951940758662236
-0.024028871520010004,-0.08934042386622532
-0.0208354553518459,-0.09701358599085941
-0.016735552665644263,-0.10102521652970516
-0.012061218215670336,-0.10149000739298746
-0.007357153902133131,-0.09953598659105257
-0.0034735405572133694,-0.09688363762752242
-0.0011834375104611892,-0.09573710950760106
-0.0007375806885101166,-0.09679247039541401
-0.001810674592450452,-0.09983327826857254
-0.0031854688046279236,-0.10437041860021613
-0.003454742049788148,-0.1093627467606884
-0.0023762189623125506,-0.1148806043718262
-0.0004327499760972874,-0.12140522614730452
0.0010720085360261123,-0.12876943695618176
0.0004915560934491179,-0.13687611638550612
-0.002144087293856576,-0.14485051703078153
-0.005965969952946033,-0.15127667999399816
-0.009785100740542686,-0.1552256112818253
-0.0119839092457735,-0.1560542838025327
-0.012465370398328969,-0.1541135525887754
-0.011967531641059964,-0.15119193380401508
-0.011159673946574312,-0.15051422583965918
-0.011089999437667853,-0.15279197143820733
-0.011765008228768845,-0.15006487405349964
-0.012529708560130125,-0.13711353115851863
-0.01298623241341569,-0.12527327818648062
-0.012513728251428298,-0.12353225655460648
-0.01113310793135265,-0.12311433446845642
-0.00932827845910699,-0.11826318561266687
-0.007282810008861999,-0.1152443464630105
-0.00531466195027921,-0.1161504123493741
-0.0034937251678528246,-0.11742996781859924
-0.0016556958987842204,-0.1187454111629887
6.437256465711059e-05,-0.12156342446208093
0.0015606619525218325,-0.12563769415830767
0.002733649886468821,-0.12962291770358952
0.003401774395089171,-0.13211707849235277
0.0035968809280022855,-0.13138001742633446
0.0034233265539280852,-0.12584544576393977
0.002951807144943822,-0.11582638792622409
0.00235504406897027,-0.10356322917558002
0.0018470706302548528,-0.09352546833269994
0.0015926416227233465,-0.09054956914836197
0.0016621609241579019,-0.09582458360434336
0.0019501849695098055,-0.107718264361324
0.0020678955651420063,-0.12132563275259846
0.0016532366458059972,-0.13025146628081002
0.0008413247341249571,-0.13300962585398435
0.0001620274385500672,-0.130355570511548
0.0006547716299762149,-0.12385748699188545
0.003387439435779447,-0.11683704477536305
0.008326726632832914,-0.10897903198616572
0.014632925141219428,-0.09910128428743331
0.020627042207946648,-0.08895540861250595
0.02429998691985967,-0.07976159042046874
0.025130362589233974,-0.07335958392428253
0.023504234145396603,-0.07200248312768238
0.020468153327195714,-0.07485572744861518
0.01770155105347642,-0.08042934956217589
0.01563863570864802,-0.0884368205350873
0.014347546964527835,-0.0976971514373369
0.014459228056198689,-0.10660092160870835
0.016110773797946596,-0.1139374427087853
0.019511808474077436,-0.11815042877134792
0.024431739481177425,-0.11852273991642792
0.028745459944601367,-0.11668521974803255
0.030259160334793554,-0.11465866190999145
0.02845593559188057,-0.11293782218932714
0.023841098242306798,-0.11174349771661324
0.01886546899585931,-0.11070727041494306
0.0165941424864923,-0.10895025980192918
0.017223309009639653,-0.1073101740825503
0.019652591860829217,-0.10683333738349444
0.02194338705037039,-0.10735265142208256
0.02136266648319777,-0.1088510262537305
0.0179838153714979,-0.1109261970058365
0.013242371693672738,-0.11266664652918988
0.008409718242736081,-0.11375849867909477
0.005463438275393689,-0.11392221709616543
0.004552675915105664,-0.11265117596540966
0.004750388294659958,-0.10989988146960251
0.0057721610645433226,-0.10613214323587586
0.006829417498033599,-0.10193631748807365
0.007750071937519414,-0.09778654414423196
0.008752002813684804,-0.09418693731282525
0.008989752403128756,-0.09159603969451018
0.007817691642049531,-0.09027576807600506
0.005202549377127139,-0.09043158636199473
0.0015347204072074575,-0.09176616005641565
-0.0013049625213472184,-0.09291602465731738
-0.001392318888208291,-0.09246685056157916
0.0010294155371640976,-0.0900826160892466
0.004721468080501212,-0.08618545748231898
0.007545635430011985,-0.08243678853927985
0.008846666175164162,-0.0809668641628291
0.015062509362847053,-0.08220660361482579
0.03028577134451323,-0.08592468810139942
0.044545479809009025,-0.09165238037850208
0.049704064363945,-0.09826338982010407
0.052290123141096975,-0.10564521929914703
0.05685152312473198,-0.11378759804485775
0.05942749452568506,-0.12149381652590531
0.059581144441405005,-0.12766983835113685
0.059906064637784744,-0.1312737164759794
0.05981488437602494,-0.13128592978526632
0.05679323895560844,-0.12785904515810567
0.04975494658585495,-0.12171459463612723
0.041046959334294544,-0.11347749037601641
0.033213938256731794,-0.10462059576101418
0.026393494501590634,-0.09768065420261617
0.020932252330280555,-0.0933222729849097
0.016978062181130838,-0.08699787924951718
0.01395863793846935,-0.07577007472887068
0.012976031814206805,-0.06636249799285052
0.014828938848230288,-0.06387423106180348
0.017728141397310507,-0.062338412530130116
0.020287586731288512,-0.057713469833871996
0.02311283967927106,-0.054071934528797744
0.026229606285461317,-0.053033906819991296
0.0282816952291542,-0.05212299265979367
0.028585729452522024,-0.05108703051756399
0.027630162917939266,-0.05140803181323648
0.025797667733655515,-0.053420021673470444
0.023198835269798795,-0.05660791893265526
0.020273125648758567,-0.060276852792917286
0.017534970174472184,-0.06287278064657896
0.015401121420673975,-0.06279680507373678
0.014460264243185287,-0.06026087961693692
0.015059427936630359,-0.05678441874348046
0.016818867169314067,-0.05528114855234964
0.01910220589494482,-0.05688015978794216
0.021361793494262152,-0.054747944670803746
0.022731639459216604,-0.0441963779153971
0.02204052174516576,-0.03479936515387382
0.01839861164292796,-0.034113558637279606
0.011577519661288936,-0.03516408622832345
0.0024274546851071675,-0.03376884225183648
-0.006323327733138938,-0.03556049444541629
-0.011736814315084743,-0.04236232895574118
-0.013209940771975553,-0.05044046056323656
-0.011703967786687426,-0.057550565482143885
-0.010241421561981932,-0.06148356008092858
-0.012351197076604615,-0.05924200084741897
-0.01738455403845389,-0.05091969631546834
-0.022236611824585355,-0.040394993903096345
-0.02197231111501077,-0.03628910251693193
-0.013252441388528555,-0.043288017335426636
-0.003893129199643737,-0.047724550092584646
-0.0009988514637624655,-0.0388570686269029
0.0033208547807041387,-0.032643860360371126
0.01402884160779596,-0.040020340330435195
0.022165970208573346,-0.04534936353511063
0.023031486576490363,-0.04019878810282669
0.022705869002046738,-0.037346373013361404
0.02424047851769738,-0.04347860725586612
0.02441916328031088,-0.052330405307042256
0.022321362251626307,-0.06130588852823294
0.01958525666371287,-0.07114962085953275
0.016328463483503575,-0.07922272465064194
0.012648098830424956,-0.0841556132408784
0.009321736346931092,-0.08676822572907188
0.0062134907245525615,-0.08764489898613433
0.0029924202540685435,-0.0877697965073937
-0.00016080120885330333,-0.0872687386878686
-0.0031167393270089827,-0.08585127718385846
-0.005535129770670411,-0.08414758651867822
-0.006921521927481033,-0.08267401754673792
-0.007248901585319589,-0.08216306352816712
-0.006531980223720826,-0.08344953203660874
-0.00454300408850333,-0.08623911199744082
-0.0012494439733163351,-0.08996110404124118
0.003189424431540171,-0.09439959852997373
0.008411248192301667,-0.0989877484348529
0.013519419437392434,-0.1030320192802903
0.017482520262603374,-0.10587815873768179
0.01968229255957982,-0.10650874989921998
0.019675940768349866,-0.1040178869761685
0.017297975632018358,-0.09811334215971246
0.012743234473216057,-0.08924711606928941
0.0061505546317067415,-0.07923072976143458
-0.0019797720879963874,-0.07181215368780361
-0.01036151783954538,-0.0732058146071115
-0.017655847693382465,-0.0847906872100656
-0.022990002398196104,-0.09253486401886296
-0.025951336843226123,-0.08518217610915181
-0.02717177314856619,-0.07559785747491846
-0.02770554796613009,-0.07436985444370998
-0.027722598930040074,-0.07102128153745374
-0.027338197833256018,-0.06063658916400742
-0.02688295424680889,-0.05153850715312687
-0.026425932598753,-0.04743764555515113
-0.026522929502073484,-0.048054267635174355
-0.027606498209764217,-0.05328383959580282
-0.028985962730985183,-0.05555255300739527
-0.029918296777413943,-0.04884310311304091
-0.030219431060201918,-0.04387664559407204
-0.02981265176029715,-0.04906131103947021
-0.029222536857054927,-0.05320343812446373
-0.029202080226865,-0.04944447425540048
-0.02959173027062378,-0.04813104202312169
-0.030062248633662948,-0.05437109714818374
-0.030491842040503224,-0.06054844786917452
-0.03055775458146043,-0.06299785008985333
-0.030356766664347654,-0.06552536224245765
-0.030200995890357796,-0.06923174310620181
-0.03007489345326962,-0.0722921156289376
-0.030012591219402404,-0.0747236426812933
-0.029996691313370915,-0.07669706547662132
-0.029822222821324452,-0.07738886164376094
-0.02933554423300699,-0.07643844929555557
-0.028393570554062292,-0.07363804129779679
-0.0269194381226077,-0.06862194653220124
-0.024970382214336832,-0.0611666108778059
-0.022699592918378062,-0.05097206894653798
-0.020308428078482897,-0.03771460699544248
-0.017895698612108324,-0.02118445376764399
-0.015525806122690774,-0.0011882574345363904
-0.01329250656977129,0.022403562204639568
-0.01129441963041177,0.04954777429005926
-0.009783585456512783,0.0799545261223919
-0.00910490811072502,0.11303172046383192
-0.009593207551168168,0.14780252178254852
-0.011502465796473769,0.18310658914574307
-0.014741231079331589,0.21794744408186206
-0.018834762161482988,0.2514059817681275
-0.02287706165703457,0.2827043328464972
-0.02587629347318435,0.31127907603192995
-0.027472001001036115,0.33654162144594774
-0.02780720683936876,0.35821041273352366
-0.027634184376220988,0.3766680123343257
-0.027955574112967424,0.3923567537140316
-0.028827919362531026,0.40527069495504786
-0.029865574369630107,0.41501357598909383
-0.030491958477004547,0.4203595209354819
-0.029757687034098097,0.419674786664396
-0.02734108299603572,0.4119588834649748
-0.023010455149314095,0.3961148407317159
-0.01589387295301818,0.3706074800526218
-0.006699928058249353,0.33482980928700484
0.00028854366318397756,0.2898626755103541
0.0025147592760757934,0.23653775742630465
0.005200293612219765,0.17341753785030406
0.012606033937410594,0.10006420279824628
0.020050652632459337,0.019967129319732012
0.024193555293329408,-0.06342450848259135
0.028077546007704644,-0.14891780377268132
0.03276503210683299,-0.2342539640736474
0.03655497704610016,-0.315573427230408
0.03939970034044182,-0.389872494761305
0.041791054814038095,-0.45528784391443333
0.043460632363074785,-0.5098577265527644
0.04424937792904058,-0.5512955751989208
0.04427789041550095,-0.5778011930526618
0.043854211698281714,-0.5881226211318354
0.04333528575349154,-0.5817373040192859
0.04285976468279622,-0.5598520702004567
0.04252025407902367,-0.5252486280404006
0.042390528170264605,-0.4821192642609358
0.04241408905728477,-0.43649181384338614
0.042559032647148096,-0.3959434175747418
0.04269447808739817,-0.3648654230600406
0.042402972910144075,-0.3379310354591839
0.04126817973462361,-0.3092085201068362
0.03910238702341448,-0.28292598714360634
0.03591405577030968,-0.262182458720518
0.03210844632606439,-0.2435761482732133
0.028153455199606253,-0.2257642367659918
0.023914327656705064,-0.2077283119925649
0.01945815499649553,-0.1867488398926908
0.015809160759681737,-0.16238001863343168
0.01383484978146554,-0.13538783884030464
0.013612573251114837,-0.10678199839766975
0.015228672160615195,-0.07924011982888234
0.01884385142622464,-0.0565426093042959
0.02424660939198159,-0.041936152787328415
0.031077678841935106,-0.036397288272581395
0.03893997017713743,-0.03737182911126126
0.0473214800666672,-0.03667499398724231
0.05558649015820289,-0.02597924871518743
0.06287576008497403,-0.0058310575705853825
0.06834988418035255,0.019532424391395783
0.07148210103936109,0.0444712573362468
0.07199917923413701,0.06053324651861094
0.07000993474982399,0.06465824684435738
0.0663274844668583,0.058781153254225296
0.06266701613820037,0.0486959665760179
0.06089882793419102,0.042179076031792447
0.061997019063585165,0.038936862647370896
0.06611889149733302,0.03647910102246111
0.0721375740080794,0.035635055966799827
0.07835044394282187,0.03507691723689431
0.08444780797677394,0.035325495568531255
0.090419644431622,0.037676641504278956
0.09603244031639188,0.03818755871233751
0.10142360677936921,0.034229997723457785
0.10579539926932444,0.02916489776684522
0.10823697561936292,0.02549956532923593
0.10909450860375196,0.021755359379602098
0.10879366660937012,0.018243028539188796
0.1076913040155686,0.018816107183070693
0.10653302637856721,0.024992663744763777
0.1057851485628635,0.03298123881630635
0.1058057246002584,0.03935284054983955
0.10724218959740764,0.04479419188901093
0.11038274832686927,0.04962513188137617
0.11479882908073025,0.05306367034987419
0.11989143431463446,0.055511391536902016
0.12520711827339018,0.05647874932025665
