# OpenSignals Text File Format. Version 1
# {"98:D3:81:FD:6D:86": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:81:FD:6D:86", "device connection": "BTH98:D3:81:FD:6D:86", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-9-8", "time": "10:9:38.681", "channels": [1], "sensor": ["EMGBITREV"], "label": ["A1"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	515	
1	0	0	0	0	453	
2	0	0	0	0	539	
3	0	0	0	0	478	
4	0	0	0	0	525	
5	0	0	0	0	510	
6	0	0	0	0	457	
7	0	0	0	0	541	
8	0	0	0	0	475	
9	0	0	0	0	525	
10	0	0	0	0	510	
11	0	0	0	0	463	
12	0	0	0	0	536	
13	0	0	0	0	476	
14	0	0	0	0	522	
15	0	0	0	0	514	
0	0	0	0	0	461	
1	0	0	0	0	540	
2	0	0	0	0	475	
3	0	0	0	0	521	
4	0	0	0	0	510	
5	0	0	0	0	462	
6	0	0	0	0	537	
7	0	0	0	0	483	
8	0	0	0	0	520	
9	0	0	0	0	518	
10	0	0	0	0	461	
11	0	0	0	0	541	
12	0	0	0	0	478	
13	0	0	0	0	518	
14	0	0	0	0	512	
15	0	0	0	0	461	
0	0	0	0	0	538	
1	0	0	0	0	482	
2	0	0	0	0	517	
3	0	0	0	0	510	
4	0	0	0	0	465	
5	0	0	0	0	543	
6	0	0	0	0	480	
7	0	0	0	0	517	
8	0	0	0	0	512	
9	0	0	0	0	466	
10	0	0	0	0	538	
11	0	0	0	0	483	
12	0	0	0	0	516	
13	0	0	0	0	513	
14	0	0	0	0	458	
15	0	0	0	0	543	
0	0	0	0	0	480	
1	0	0	0	0	516	
2	0	0	0	0	515	
3	0	0	0	0	459	
4	0	0	0	0	545	
5	0	0	0	0	478	
6	0	0	0	0	515	
7	0	0	0	0	512	
8	0	0	0	0	463	
9	0	0	0	0	541	
10	0	0	0	0	481	
11	0	0	0	0	514	
12	0	0	0	0	508	
13	0	0	0	0	465	
14	0	0	0	0	539	
15	0	0	0	0	483	
0	0	0	0	0	519	
1	0	0	0	0	511	
2	0	0	0	0	462	
3	0	0	0	0	544	
4	0	0	0	0	483	
5	0	0	0	0	516	
6	0	0	0	0	513	
7	0	0	0	0	453	
8	0	0	0	0	550	
9	0	0	0	0	482	
10	0	0	0	0	513	
11	0	0	0	0	513	
12	0	0	0	0	453	
13	0	0	0	0	547	
14	0	0	0	0	483	
15	0	0	0	0	511	
0	0	0	0	0	513	
1	0	0	0	0	462	
2	0	0	0	0	545	
3	0	0	0	0	482	
4	0	0	0	0	515	
5	0	0	0	0	513	
6	0	0	0	0	464	
7	0	0	0	0	547	
8	0	0	0	0	485	
9	0	0	0	0	520	
10	0	0	0	0	515	
11	0	0	0	0	459	
12	0	0	0	0	548	
13	0	0	0	0	484	
14	0	0	0	0	515	
15	0	0	0	0	516	
0	0	0	0	0	453	
1	0	0	0	0	553	
2	0	0	0	0	485	
3	0	0	0	0	511	
4	0	0	0	0	517	
5	0	0	0	0	455	
6	0	0	0	0	550	
7	0	0	0	0	483	
8	0	0	0	0	509	
9	0	0	0	0	516	
10	0	0	0	0	455	
11	0	0	0	0	554	
12	0	0	0	0	482	
13	0	0	0	0	515	
14	0	0	0	0	522	
15	0	0	0	0	454	
0	0	0	0	0	547	
1	0	0	0	0	482	
2	0	0	0	0	515	
3	0	0	0	0	515	
4	0	0	0	0	456	
5	0	0	0	0	551	
6	0	0	0	0	485	
7	0	0	0	0	511	
8	0	0	0	0	515	
9	0	0	0	0	455	
10	0	0	0	0	555	
11	0	0	0	0	482	
12	0	0	0	0	514	
13	0	0	0	0	519	
14	0	0	0	0	457	
15	0	0	0	0	555	
0	0	0	0	0	485	
1	0	0	0	0	513	
2	0	0	0	0	517	
3	0	0	0	0	453	
4	0	0	0	0	553	
5	0	0	0	0	486	
6	0	0	0	0	511	
7	0	0	0	0	518	
8	0	0	0	0	456	
9	0	0	0	0	553	
10	0	0	0	0	484	
11	0	0	0	0	511	
12	0	0	0	0	518	
13	0	0	0	0	452	
14	0	0	0	0	554	
15	0	0	0	0	484	
0	0	0	0	0	510	
1	0	0	0	0	519	
2	0	0	0	0	451	
3	0	0	0	0	558	
4	0	0	0	0	486	
5	0	0	0	0	510	
6	0	0	0	0	515	
7	0	0	0	0	451	
8	0	0	0	0	558	
9	0	0	0	0	484	
10	0	0	0	0	508	
11	0	0	0	0	517	
12	0	0	0	0	456	
13	0	0	0	0	555	
14	0	0	0	0	487	
15	0	0	0	0	508	
0	0	0	0	0	520	
1	0	0	0	0	458	
2	0	0	0	0	556	
3	0	0	0	0	485	
4	0	0	0	0	510	
5	0	0	0	0	524	
6	0	0	0	0	450	
7	0	0	0	0	559	
8	0	0	0	0	482	
9	0	0	0	0	510	
10	0	0	0	0	522	
11	0	0	0	0	449	
12	0	0	0	0	559	
13	0	0	0	0	480	
14	0	0	0	0	510	
15	0	0	0	0	527	
0	0	0	0	0	448	
1	0	0	0	0	560	
2	0	0	0	0	486	
3	0	0	0	0	509	
4	0	0	0	0	520	
5	0	0	0	0	453	
6	0	0	0	0	559	
7	0	0	0	0	486	
8	0	0	0	0	507	
9	0	0	0	0	521	
10	0	0	0	0	451	
11	0	0	0	0	559	
12	0	0	0	0	489	
13	0	0	0	0	504	
14	0	0	0	0	519	
15	0	0	0	0	455	
0	0	0	0	0	556	
1	0	0	0	0	489	
2	0	0	0	0	505	
3	0	0	0	0	522	
4	0	0	0	0	454	
5	0	0	0	0	553	
6	0	0	0	0	489	
7	0	0	0	0	504	
8	0	0	0	0	523	
9	0	0	0	0	454	
10	0	0	0	0	555	
11	0	0	0	0	491	
12	0	0	0	0	503	
13	0	0	0	0	523	
14	0	0	0	0	452	
15	0	0	0	0	560	
0	0	0	0	0	485	
1	0	0	0	0	506	
2	0	0	0	0	526	
3	0	0	0	0	450	
4	0	0	0	0	561	
5	0	0	0	0	486	
6	0	0	0	0	508	
7	0	0	0	0	519	
8	0	0	0	0	449	
9	0	0	0	0	560	
10	0	0	0	0	488	
11	0	0	0	0	504	
12	0	0	0	0	520	
13	0	0	0	0	451	
14	0	0	0	0	562	
